,,,
1,reviewer_hash,project_hash,project_url
85,db8dec0f84319f139f6e7924d0a3bc1b63eec7af,d2fc36154283688a01340966da5f42ba9892f12d,https://github.com/adityagupta0821/ml-course-zoomcamp/tree/main/7.%20Mid-Term%20Project
86,e4a282569a497cfa0729e7881fc5209882e0d35b,ce3870aa91cdab5b0a478252e01ebe73ccc1f9f0,https://github.com/kdqemre/ml-zoomcamp/tree/main/midtermproject
87,e4a282569a497cfa0729e7881fc5209882e0d35b,20077abaff4c1d5cd8aaa3c7aef301247bf4906d,https://github.com/sayalaruano/MidtermProject-MLZoomCamp
88,e4a282569a497cfa0729e7881fc5209882e0d35b,1f2952958f8c10469128caaaf6ede4e221fa84fe,https://github.com/snikhil17/Mid-Term-Project-Zoomcamp/blob/main/README.md
89,157feced87b25bda5605d41a9562712a66d9ee13,055e54e1b6a693f2673e28abf7c4986d13203e90,https://github.com/aljeks/air-quality-and-asthma
90,157feced87b25bda5605d41a9562712a66d9ee13,a302f904d1b0e4b61c4be380ab6343eef8407301,https://github.com/amindadgar/MLZoomcamp-MidTerm-Project
91,157feced87b25bda5605d41a9562712a66d9ee13,a328189bab9488e7e41608a156e205cec4904600,https://github.com/shaolang/ml-zoomcamp/tree/main/mid-term-project
92,367fabddc09efdecf13df854e389f67f2e20d06c,1db7c49751bf43302f91d1222c03e26044d060d9,https://github.com/yusyel/ML-bookcamp-midterm
93,367fabddc09efdecf13df854e389f67f2e20d06c,30ba1597d42ff744aaabb47000774b7b0ac80b45,https://github.com/fwahh/diabetes_prediction
94,367fabddc09efdecf13df854e389f67f2e20d06c,ef8a9dfbed0270391da0eb206a9585b110becb55,https://github.com/ramreddyyasa/ML-Zoomcamp/tree/main/Midterm-project
95,bcac484e2c5e81c159c1fac2ef0174a3522999ad,157feced87b25bda5605d41a9562712a66d9ee13,https://github.com/amruta95/MLBookCamp_MidTermProject
96,bcac484e2c5e81c159c1fac2ef0174a3522999ad,87311c1cf2c48a1f596e75787990a28946c6e99b,https://github.com/nobitayon/project-zoomcamp
97,bcac484e2c5e81c159c1fac2ef0174a3522999ad,e52d4e3aa9dbaeb513ef1d7be94cdbe4d75c3073,https://github.com/cmh-ds4a/ml_zoomcamp/tree/main/project
98,35a89bd1cf9dc20f4a30d70cadf18c60942dfaff,8604a1595e06daa6d15dca93ba5ef68659e63076,https://github.com/MMdeCastro/ml-zoomcamp/tree/main/Midterm_project
99,35a89bd1cf9dc20f4a30d70cadf18c60942dfaff,d0f643a577126bc9aaceb3c11d4791e37415a707,https://github.com/SVizor42/ML_Zoomcamp/tree/master/Projects/Movie_reviews_sentiment_analysis
100,35a89bd1cf9dc20f4a30d70cadf18c60942dfaff,050c093858e94967f6d5220014d26476edaf8bdd,https://github.com/woodwardmw/MLZoomCamp-Midterm
101,dc44750caebc5f971a91111aacac39e8a12f1376,7ca848937cdd518db07ebc5c1462374f124f4964,https://github.com/MSadriAghdam/ML-Zommcamp/tree/main/homework%2007
102,dc44750caebc5f971a91111aacac39e8a12f1376,d2fc36154283688a01340966da5f42ba9892f12d,https://github.com/adityagupta0821/ml-course-zoomcamp/tree/main/7.%20Mid-Term%20Project
103,dc44750caebc5f971a91111aacac39e8a12f1376,7be495b3dd2a9e9dfa364841499bad0db345080b,https://github.com/Rok-sana/ML_practice/blob/main/wine_price_predict_project.ipynb
104,64bf2fe8dfa19d1eae1ea225515ac50ddf369a08,4de454d2fe8a722f6714c2fd45fb58ede47f4f41,https://github.com/jaindamini1111/ML-DT-Course-Files/tree/main/Mid%20Term%20Project
105,64bf2fe8dfa19d1eae1ea225515ac50ddf369a08,ee2aa37509fdd640356608808ea405df5d2eac65,https://github.com/ne1r0n/ml-zoomcamp-midterm-project
106,64bf2fe8dfa19d1eae1ea225515ac50ddf369a08,f255bd03008428c7155d785ca3018797b8797764,https://github.com/GermanoC0/course-ml-zoomcamp/tree/main/07-Midterm%20Project
107,a328189bab9488e7e41608a156e205cec4904600,f666f6070d1b9cfacacc53d0af162c882a8c62b8,https://github.com/deepanc/ml-zoomcamp/tree/main/midterm_project
108,a328189bab9488e7e41608a156e205cec4904600,b3130717f8dc30a0b8948727a1b514d139f9c04b,https://github.com/artdaw/mlbookcamp-code/tree/master/course-zoomcamp/midterm
109,a328189bab9488e7e41608a156e205cec4904600,7b42d7082e4bd1f07c8f3511633f9ee0e9a67069,https://github.com/CemKeskin84/ML-Zoomcamp/tree/main/midterm_project
110,235ab3b122fdc45939fadcc788898e33e1328f6f,9c78bbd99b88c746e7671c80884d34340ef33f3b,https://github.com/Gmuhammed/course-zoomcamp/blob/main/drinking_water_potability_predict.zip
111,235ab3b122fdc45939fadcc788898e33e1328f6f,b0d151a13808818ca752ddf5cd57a09d2ced46e9,https://github.com/kwangyy/midterm-project
112,235ab3b122fdc45939fadcc788898e33e1328f6f,7d5b45abfd15ae1a569814dea3c9f7a511746a9a,https://github.com/Arvind644/water-quality-prediction-project
113,547421071581d5f5954d7f5052332a85badc17e7,b0d151a13808818ca752ddf5cd57a09d2ced46e9,https://github.com/kwangyy/midterm-project
114,547421071581d5f5954d7f5052332a85badc17e7,7b42d7082e4bd1f07c8f3511633f9ee0e9a67069,https://github.com/CemKeskin84/ML-Zoomcamp/tree/main/midterm_project
115,547421071581d5f5954d7f5052332a85badc17e7,b5684a2fa821a77164b40632581d1e33a44b755d,https://colab.research.google.com/drive/1VtWi1v7vdsw5-0JiAbXxXuDPMcr_CsfR?usp=sharing
116,e1bd193a7ac2fca19a61c98e65ba80c14c1b8be2,ef8a9dfbed0270391da0eb206a9585b110becb55,https://github.com/ramreddyyasa/ML-Zoomcamp/tree/main/Midterm-project
117,e1bd193a7ac2fca19a61c98e65ba80c14c1b8be2,674998f13fb5e064ec092d7734dfdb84767e9ee8,https://github.com/supreme-core/ml_zoomcamp_2021_midterm/tree/master
118,e1bd193a7ac2fca19a61c98e65ba80c14c1b8be2,f584654827460bc96996a390f745ab616e35fa40,https://github.com/hamedkharazmi/Machine-Learning-ZoomCamp-HWs/tree/master/homework%207%20-%20project
119,a21feb5632195e1f3ac7c9cc7bc986a530a433e6,b820d1f1d20940127453773042925904a84f3a40,https://github.com/aenoboa1/Project_MlZoomcamp
120,a21feb5632195e1f3ac7c9cc7bc986a530a433e6,bcac484e2c5e81c159c1fac2ef0174a3522999ad,https://github.com/KDL/ML-Zoomcamp/tree/main/Midterm Project
121,a21feb5632195e1f3ac7c9cc7bc986a530a433e6,56b541d1d3401c840265a5d11388ff89fed93472,https://github.com/KursadE/zoomcamp-HW7
122,4ff4f3286c708d2aff4f795adbb60220e9bfec2c,c40ea4dc2dfe718c5aaf8e8a5136a82e31d9bc57,https://github.com/milliewhite/ML-ZoomCamp-Project-1
123,4ff4f3286c708d2aff4f795adbb60220e9bfec2c,e6aee1f205bf5bd495690d7a0ef213a2d5812720,https://github.com/aniketsharma00411/mba_placement_prediction
124,4ff4f3286c708d2aff4f795adbb60220e9bfec2c,a4568919622adb211e2285604afc4bde857c0f8c,https://github.com/xettrisomeman/mlbootcamp/tree/main/midtermproject
125,fa037918244efd266c8c4d369d5164ae044480b4,e1bd193a7ac2fca19a61c98e65ba80c14c1b8be2,https://github.com/sergelawson/ML_ZOOM_CAMP_EXERCISE/tree/master/MidTermProject
126,fa037918244efd266c8c4d369d5164ae044480b4,846e533d932602dac140b6f253f767bc725670f2,https://github.com/ziritrion/ml-zoomcamp/tree/main/07_project
